Month	Date	Year	sampleDir
Feb	16	2015	150216_SRR1264786
Feb	16	2015	150216_SRR1264801
Feb	16	2015	150216_SRR1264791
Feb	16	2015	150216_SRR1264771
Feb	16	2015	150216_SRR1267626
Feb	16	2015	150216_SRR1267629
Feb	16	2015	150216_SRR1264751
Feb	16	2015	150216_SRR1264776
Feb	16	2015	150216_SRR1264746
Feb	16	2015	150216_SRR1264758
Feb	16	2015	150216_SRR1264796
Feb	16	2015	150216_SRR1264802
Feb	16	2015	150216_SRR1267627
Feb	16	2015	150216_SRR1264797
Feb	16	2015	150216_SRR1264782
Feb	16	2015	150216_SRR1264793
Feb	16	2015	150216_SRR1264783
Feb	16	2015	150216_SRR1264788
Feb	16	2015	150216_SRR1264784
Feb	16	2015	150216_SRR1264763
Feb	16	2015	150216_SRR1264773
Feb	16	2015	150216_SRR1264787
Feb	16	2015	150216_SRR1264747
Feb	16	2015	150216_SRR1264770
Feb	16	2015	150216_SRR1267634
Feb	16	2015	150216_SRR1267644
Feb	16	2015	150216_SRR1267649
Feb	16	2015	150216_SRR1267689
Feb	16	2015	150216_SRR1264767
Feb	16	2015	150216_SRR1267648
Feb	16	2015	150216_SRR1267638
Feb	16	2015	150216_SRR1267690
Feb	16	2015	150216_SRR1267642
Feb	16	2015	150216_SRR1267635
Feb	16	2015	150216_SRR1267681
Feb	16	2015	150216_SRR1267654
Feb	16	2015	150216_SRR1267655
Feb	16	2015	150216_SRR1267687
Feb	16	2015	150216_SRR1267633
Feb	16	2015	150216_SRR1267694
Feb	16	2015	150216_SRR1267683
Feb	16	2015	150216_SRR1267657
Feb	16	2015	150216_SRR1267698
Feb	16	2015	150216_SRR1267684
Feb	16	2015	150216_SRR1267653
Feb	16	2015	150216_SRR1267705
Feb	16	2015	150216_SRR1267650
Feb	16	2015	150216_SRR1267688
Feb	16	2015	150216_SRR1267699
Feb	16	2015	150216_SRR1267706
Feb	16	2015	150216_SRR1267711
Feb	16	2015	150216_SRR1267707
Feb	16	2015	150216_SRR1267708
Feb	16	2015	150216_SRR1267719
Feb	16	2015	150216_SRR1267724
Feb	16	2015	150216_SRR1267733
Feb	16	2015	150216_SRR1267710
Feb	16	2015	150216_SRR1267723
Feb	16	2015	150216_SRR1267715
Feb	16	2015	150216_SRR1267637
Feb	16	2015	150216_SRR1267645
Feb	16	2015	150216_SRR1267703
Feb	16	2015	150216_SRR1267732
Feb	16	2015	150216_SRR1267725
Feb	16	2015	150216_SRR1267728
Feb	16	2015	150216_SRR1267716
Feb	16	2015	150216_SRR1267656
Feb	16	2015	150216_SRR1267701
Feb	16	2015	150216_SRR1267702
Feb	16	2015	150216_SRR1267677
Feb	16	2015	150216_SRR1267700
Feb	16	2015	150216_SRR1267737
Feb	16	2015	150216_SRR1267743
Feb	16	2015	150216_SRR1267729
Feb	16	2015	150216_SRR1267731
Feb	16	2015	150216_SRR1267736
Feb	16	2015	150216_SRR1267744
Feb	16	2015	150216_SRR1267718
Feb	16	2015	150216_SRR1267739
Feb	16	2015	150216_SRR1267742
Feb	16	2015	150216_SRR1267735
Feb	16	2015	150216_SRR1267740
Feb	16	2015	150216_SRR1267741
Feb	16	2015	150216_SRR1267721
Feb	16	2015	150216_SRR1267837
Feb	16	2015	150216_SRR1267717
Feb	16	2015	150216_SRR1267839
Feb	16	2015	150216_SRR1267836
Feb	16	2015	150216_SRR1267842
Feb	16	2015	150216_SRR1267722
Feb	16	2015	150216_SRR1267841
Feb	16	2015	150216_SRR1267835
Feb	16	2015	150216_SRR1267834
Feb	16	2015	150216_SRR1267843
Feb	16	2015	150216_SRR1267738
Feb	16	2015	150216_SRR1267844
Feb	16	2015	150216_SRR1267851
Feb	16	2015	150216_SRR1267857
Feb	16	2015	150216_SRR1267860
Feb	16	2015	150216_SRR1267865
Feb	16	2015	150216_SRR1267863
Feb	16	2015	150216_SRR1267868
Feb	16	2015	150216_SRR1267845
Feb	16	2015	150216_SRR1267867
Feb	16	2015	150216_SRR1267852
Feb	16	2015	150216_SRR1267853
Feb	16	2015	150216_SRR1267856
Feb	16	2015	150216_SRR1267869
Feb	16	2015	150216_SRR1267854
Feb	16	2015	150216_SRR1267847
Feb	16	2015	150216_SRR1267878
Feb	16	2015	150216_SRR1267877
Feb	16	2015	150216_SRR1267864
Feb	16	2015	150216_SRR1267885
Feb	16	2015	150216_SRR1267859
Feb	16	2015	150216_SRR1267848
Feb	16	2015	150216_SRR1268125
Feb	16	2015	150216_SRR1268123
Feb	16	2015	150216_SRR1268127
Feb	16	2015	150216_SRR1267873
Feb	16	2015	150216_SRR1267855
Feb	16	2015	150216_SRR1268129
Feb	16	2015	150216_SRR1267886
Feb	16	2015	150216_SRR1268131
Feb	16	2015	150216_SRR1268130
Feb	16	2015	150216_SRR1268122
Feb	16	2015	150216_SRR1268052
Feb	16	2015	150216_SRR1267879
Feb	16	2015	150216_SRR1268146
Feb	16	2015	150216_SRR1268049
Feb	16	2015	150216_SRR1268145
Feb	16	2015	150216_SRR1268148
Feb	16	2015	150216_SRR1268134
Feb	16	2015	150216_SRR1268051
Feb	16	2015	150216_SRR1268143
Feb	16	2015	150216_SRR1268142
Feb	16	2015	150216_SRR1268137
Feb	16	2015	150216_SRR1268012
Feb	16	2015	150216_SRR1268150
Feb	16	2015	150216_SRR1268154
Feb	16	2015	150216_SRR1267870
Feb	16	2015	150216_SRR1268153
Feb	16	2015	150216_SRR1268138
Feb	16	2015	150216_SRR1268042
Feb	16	2015	150216_SRR1268151
Feb	16	2015	150216_SRR1268147
Feb	17	2015	150216_SRR1268159
Feb	17	2015	150216_SRR1268165
Feb	17	2015	150216_SRR1271892
Feb	17	2015	150216_SRR1271901
Feb	17	2015	150216_SRR1271908
Feb	17	2015	150216_SRR1271897
Feb	17	2015	150216_SRR1268155
Feb	17	2015	150216_SRR1268157
Feb	17	2015	150216_SRR1268161
Feb	17	2015	150216_SRR1271896
Feb	17	2015	150216_SRR1268156
Feb	17	2015	150216_SRR1271894
Feb	17	2015	150216_SRR1271918
Feb	17	2015	150216_SRR1286161
Feb	17	2015	150216_SRR1286179
Feb	17	2015	150216_SRR1284813
Feb	17	2015	150216_SRR1271929
Feb	17	2015	150216_SRR1286150
Feb	17	2015	150216_SRR1286196
Feb	17	2015	150216_SRR1284814
Feb	17	2015	150216_SRR1284815
Feb	17	2015	150216_SRR1286194
Feb	17	2015	150216_SRR1271919
Feb	17	2015	150216_SRR1286166
Feb	17	2015	150216_SRR1271942
Feb	17	2015	150216_SRR1271927
Feb	17	2015	150216_SRR1286183
Feb	17	2015	150216_SRR1286184
Feb	17	2015	150216_SRR1284820
Feb	17	2015	150216_SRR1284825
Feb	17	2015	150216_SRR1284816
Feb	17	2015	150216_SRR1286169
Feb	17	2015	150216_SRR1286149
Feb	17	2015	150216_SRR1284824
Feb	17	2015	150216_SRR1284822
Feb	17	2015	150216_SRR1286172
Feb	17	2015	150216_SRR1284823
Feb	17	2015	150216_SRR1286177
Feb	17	2015	150216_SRR1284817
Feb	17	2015	150216_SRR1284826
Feb	17	2015	150216_SRR1286181
Feb	17	2015	150216_SRR1286174
Feb	17	2015	150216_SRR1286197
Feb	17	2015	150216_SRR1286188
Feb	17	2015	150216_SRR1271936
Feb	17	2015	150216_SRR1286208
Feb	17	2015	150216_SRR1286202
Feb	17	2015	150216_SRR1271943
Feb	17	2015	150216_SRR1284827
Feb	17	2015	150216_SRR1284821
Feb	17	2015	150216_SRR1271906
Feb	17	2015	150216_SRR1284818
Feb	17	2015	150216_SRR1286193
Feb	17	2015	150216_SRR1286160
Feb	17	2015	150216_SRR1286152
Feb	17	2015	150216_SRR1286156
Feb	17	2015	150216_SRR1284819
Feb	17	2015	150216_SRR1271924
Feb	17	2015	150216_SRR1271926
Feb	17	2015	150216_SRR1286185
Feb	17	2015	150216_SRR1286206
Feb	17	2015	150216_SRR1287734
Feb	17	2015	150216_SRR1286164
Feb	17	2015	150216_SRR1286198
Feb	17	2015	150216_SRR1287737
Feb	17	2015	150216_SRR1287761
Feb	17	2015	150216_SRR1286199
Feb	17	2015	150216_SRR1286189
Feb	17	2015	150216_SRR1287740
Feb	17	2015	150216_SRR1286186
Feb	17	2015	150216_SRR1287745
Feb	17	2015	150216_SRR1286215
Feb	17	2015	150216_SRR1287753
Feb	17	2015	150216_SRR1287730
Feb	17	2015	150216_SRR1287736
Feb	17	2015	150216_SRR1286207
Feb	17	2015	150216_SRR1287741
Feb	17	2015	150216_SRR1287749
Feb	17	2015	150216_SRR1287765
Feb	17	2015	150216_SRR1287757
Feb	17	2015	150216_SRR1287764
Feb	17	2015	150216_SRR1286209
Feb	17	2015	150216_SRR1287776
Feb	17	2015	150216_SRR1287818
Feb	17	2015	150216_SRR1287758
Feb	17	2015	150216_SRR1286216
Feb	17	2015	150216_SRR1287814
Feb	17	2015	150216_SRR1287773
Feb	17	2015	150216_SRR1287769
Feb	17	2015	150216_SRR1286203
Feb	17	2015	150216_SRR1287779
Feb	17	2015	150216_SRR1286217
Feb	17	2015	150216_SRR1287788
Feb	17	2015	150216_SRR1287789
Feb	17	2015	150216_SRR1286213
Feb	17	2015	150216_SRR1287762
Feb	17	2015	150216_SRR1287763
Feb	17	2015	150216_SRR1289664
Feb	17	2015	150216_SRR1287816
Feb	17	2015	150216_SRR1287771
Feb	17	2015	150217_SRR1289719
Feb	17	2015	150217_SRR1289670
Feb	17	2015	150217_SRR1289669
Feb	17	2015	150217_SRR1289704
Feb	17	2015	150217_SRR1289683
Feb	17	2015	150217_SRR1289697
Feb	17	2015	150217_SRR1289713
Feb	17	2015	150217_SRR1289685
Feb	17	2015	150217_SRR1289686
Feb	17	2015	150217_SRR1289665
Feb	17	2015	150217_SRR1289694
Feb	17	2015	150217_SRR1289703
Feb	17	2015	150217_SRR1289700
Feb	17	2015	150217_SRR1289711
Feb	17	2015	150217_SRR1289668
Feb	17	2015	150217_SRR1289674
Feb	17	2015	150217_SRR1289718
Feb	17	2015	150217_SRR1289679
Feb	17	2015	150217_SRR1289684
Feb	17	2015	150217_SRR1289709
Feb	17	2015	150217_SRR1289693
Feb	17	2015	150217_SRR1289675
Feb	17	2015	150217_SRR1289678
Feb	17	2015	150217_SRR1289687
Feb	17	2015	150217_SRR1289680
Feb	17	2015	150217_SRR1289673
Feb	17	2015	150217_SRR1289691
Feb	17	2015	150217_SRR1289721
Feb	17	2015	150217_SRR1289729
Feb	17	2015	150217_SRR1291340
Feb	17	2015	150217_SRR1291347
Feb	17	2015	150217_SRR1289725
Feb	17	2015	150217_SRR1289722
Feb	17	2015	150217_SRR1291321
Feb	17	2015	150217_SRR1292627
Feb	17	2015	150217_SRR1291359
Feb	17	2015	150217_SRR1291353
Feb	17	2015	150217_SRR1291368
Feb	17	2015	150217_SRR1291316
Feb	17	2015	150217_SRR1291361
Feb	17	2015	150217_SRR1291322
Feb	17	2015	150217_SRR1289732
Feb	17	2015	150217_SRR1292630
Feb	17	2015	150217_SRR1291335
Feb	17	2015	150217_SRR1291375
Feb	17	2015	150217_SRR1291336
Feb	17	2015	150217_SRR1292628
Feb	17	2015	150217_SRR1291364
Feb	17	2015	150217_SRR1291371
Feb	17	2015	150217_SRR1292644
Feb	17	2015	150217_SRR1291385
Feb	17	2015	150217_SRR1289728
Feb	17	2015	150217_SRR1292629
Feb	17	2015	150217_SRR1292653
Feb	17	2015	150217_SRR1292633
Feb	17	2015	150217_SRR1291379
Feb	17	2015	150217_SRR1292646
Feb	17	2015	150217_SRR1292645
Feb	17	2015	150217_SRR1292648
Feb	17	2015	150217_SRR1292631
Feb	17	2015	150217_SRR1292656
Feb	17	2015	150217_SRR1292666
Feb	17	2015	150217_SRR1292624
Feb	17	2015	150217_SRR1292663
Feb	17	2015	150217_SRR1292640
Feb	17	2015	150217_SRR1292641
Feb	17	2015	150217_SRR1292643
Feb	17	2015	150217_SRR1292660
Feb	17	2015	150217_SRR1291337
Feb	17	2015	150217_SRR1292670
Feb	17	2015	150217_SRR1292664
Feb	17	2015	150217_SRR1292659
Feb	17	2015	150217_SRR1293072
Feb	17	2015	150217_SRR1292635
Feb	17	2015	150217_SRR1292680
Feb	17	2015	150217_SRR1293093
Feb	17	2015	150217_SRR1292675
Feb	17	2015	150217_SRR1293107
Feb	17	2015	150217_SRR1292674
Feb	17	2015	150217_SRR1292685
Feb	17	2015	150217_SRR1293104
Feb	17	2015	150217_SRR1293099
Feb	17	2015	150217_SRR1292650
Feb	17	2015	150217_SRR1293092
Feb	17	2015	150217_SRR1293121
Feb	17	2015	150217_SRR1293115
Feb	17	2015	150217_SRR1293080
Feb	17	2015	150217_SRR1293098
Feb	17	2015	150217_SRR1293074
Feb	17	2015	150217_SRR1293089
Feb	17	2015	150217_SRR1293122
Feb	17	2015	150217_SRR1293068
Feb	17	2015	150217_SRR1293113
Feb	17	2015	150217_SRR1293073
Feb	17	2015	150217_SRR1293079
Feb	17	2015	150217_SRR1293094
Feb	17	2015	150217_SRR1293084
Feb	17	2015	150217_SRR1293106
Feb	17	2015	150217_SRR1293126
Feb	17	2015	150217_SRR1291362
Feb	18	2015	150218_SRR1293789
Feb	18	2015	150218_SRR1293777
Feb	18	2015	150218_SRR1293779
Feb	18	2015	150218_SRR1293790
Feb	18	2015	150218_SRR1293131
Feb	18	2015	150218_SRR1293128
Feb	18	2015	150218_SRR1293775
Feb	18	2015	150218_SRR1293783
Feb	18	2015	150218_SRR1293760
Feb	18	2015	150218_SRR1293787
Feb	18	2015	150218_SRR1293742
Feb	18	2015	150218_SRR1293776
Feb	18	2015	150218_SRR1293770
Feb	18	2015	150218_SRR1293758
Feb	18	2015	150218_SRR1293798
Feb	18	2015	150218_SRR1293740
Feb	18	2015	150218_SRR1293744
Feb	18	2015	150218_SRR1293752
Feb	18	2015	150218_SRR1293796
Feb	18	2015	150218_SRR1293767
Feb	18	2015	150218_SRR1293774
Feb	18	2015	150218_SRR1293800
Feb	18	2015	150218_SRR1293745
Feb	18	2015	150218_SRR1293763
Feb	18	2015	150218_SRR1293751
Feb	18	2015	150218_SRR1293768
Feb	18	2015	150218_SRR1293802
Feb	18	2015	150218_SRR1293808
Feb	18	2015	150218_SRR1295893
Feb	18	2015	150218_SRR1293127
Feb	18	2015	150218_SRR1295873
Feb	18	2015	150218_SRR1293803
Feb	18	2015	150218_SRR1293792
Feb	18	2015	150218_SRR1293806
Feb	18	2015	150218_SRR1295850
Feb	18	2015	150218_SRR1295855
Feb	18	2015	150218_SRR1295953
Feb	18	2015	150218_SRR1295879
Feb	18	2015	150218_SRR1295874
Feb	18	2015	150218_SRR1295878
Feb	18	2015	150218_SRR1295849
Feb	18	2015	150218_SRR1295870
Feb	18	2015	150218_SRR1295876
Feb	18	2015	150218_SRR1295955
Feb	18	2015	150218_SRR1295959
Feb	18	2015	150218_SRR1295902
Feb	18	2015	150218_SRR1295853
Feb	18	2015	150218_SRR1295896
Feb	18	2015	150218_SRR1295863
Feb	18	2015	150218_SRR1295897
Feb	18	2015	150218_SRR1295965
Feb	18	2015	150218_SRR1295898
Feb	18	2015	150218_SRR1347581
Feb	18	2015	150218_SRR1295890
Feb	18	2015	150218_SRR1295864
Feb	18	2015	150218_SRR1349736
Feb	18	2015	150218_SRR1326924
Feb	18	2015	150218_SRR1326917
Feb	18	2015	150218_SRR1348659
Feb	18	2015	150218_SRR1295903
Feb	18	2015	150218_SRR1295848
Feb	18	2015	150218_SRR1353771
Feb	18	2015	150218_SRR1363457
Feb	18	2015	150218_SRR1376092
Feb	18	2015	150218_SRR1326915
Feb	18	2015	150218_SRR1348613
Feb	18	2015	150218_SRR1357879
Feb	18	2015	150218_SRR1354811
Feb	18	2015	150218_SRR1326922
Feb	18	2015	150218_SRR1366216
Feb	18	2015	150218_SRR1326916
Feb	18	2015	150218_SRR1356902
Feb	18	2015	150218_SRR1359950
Feb	18	2015	150218_SRR1365152
Feb	18	2015	150218_SRR1383604
Feb	18	2015	150218_SRR1383603
Feb	18	2015	150218_SRR1377352
Feb	18	2015	150218_SRR1326920
Feb	18	2015	150218_SRR1383347
Feb	18	2015	150218_SRR1383606
Feb	18	2015	150218_SRR1382215
Feb	18	2015	150218_SRR1369496
Feb	18	2015	150218_SRR1382264
Feb	18	2015	150218_SRR1375112
Feb	18	2015	150218_SRR1383605
Feb	18	2015	150218_SRR1326923
Feb	18	2015	150218_SRR1367365
Feb	18	2015	150218_SRR1383610
Feb	18	2015	150218_SRR1376145
Feb	18	2015	150218_SRR1353844
Feb	18	2015	150218_SRR1375115
Feb	18	2015	150218_SRR1391113
Feb	18	2015	150218_SRR1404785
Feb	18	2015	150218_SRR1395398
Feb	18	2015	150218_SRR1411317
Feb	18	2015	150218_SRR1409019
Feb	18	2015	150218_SRR1411242
Feb	18	2015	150218_SRR1399565
Feb	18	2015	150218_SRR1395369
Feb	18	2015	150218_SRR1396443
Feb	18	2015	150218_SRR1411836
Feb	18	2015	150218_SRR1392263
Feb	18	2015	150218_SRR1408916
Feb	18	2015	150218_SRR1389688
Feb	18	2015	150218_SRR1387572
Feb	18	2015	150218_SRR1392405
Feb	18	2015	150218_SRR1412268
Feb	18	2015	150218_SRR1428611
Feb	18	2015	150218_SRR1393984
Feb	18	2015	150218_SRR1412365
Feb	18	2015	150218_SRR1398518
Feb	18	2015	150218_SRR1427772
Feb	18	2015	150218_SRR1393924
Feb	18	2015	150218_SRR1412763
Feb	18	2015	150218_SRR1412706
Feb	18	2015	150218_SRR1439348
Feb	18	2015	150218_SRR1438703
Feb	18	2015	150218_SRR1411696
Feb	18	2015	150218_SRR1438783
Feb	18	2015	150218_SRR1438767
Feb	18	2015	150218_SRR1412902
Feb	18	2015	150218_SRR1428901
Feb	18	2015	150218_SRR1412816
Feb	18	2015	150218_SRR1412304
Feb	18	2015	150218_SRR1464160
Feb	18	2015	150218_SRR1450012
Feb	18	2015	150218_SRR1439561
Feb	18	2015	150218_SRR1427436
Feb	18	2015	150218_SRR1506359
Feb	18	2015	150218_SRR1428514
Feb	18	2015	150218_SRR1439046
Feb	18	2015	150218_SRR1506362
Feb	18	2015	150218_SRR1450377
Feb	18	2015	150218_SRR1506363
Feb	18	2015	150218_SRR1450617
Feb	18	2015	150218_SRR1533591
Feb	18	2015	150218_SRR1506361
Feb	18	2015	150218_SRR1533590
Feb	18	2015	150218_SRR1463832
Feb	18	2015	150218_SRR1450790
Feb	18	2015	150218_SRR1463974
Feb	18	2015	150218_SRR1464203
Feb	18	2015	150218_SRR1450229
Feb	18	2015	150218_SRR1451303
Feb	20	2015	150220_SRR1412003
Mar	16	2015	150316_SRR1125370
Mar	16	2015	150316_SRR1125421
Mar	16	2015	150316_SRR1125186
Mar	16	2015	150316_SRR1125403
Mar	16	2015	150316_SRR1125406
Mar	16	2015	150316_SRR1125382
Mar	16	2015	150316_SRR1125364
Mar	16	2015	150316_SRR1125349
Mar	16	2015	150316_SRR1125343
Mar	16	2015	150316_SRR1125379
Mar	16	2015	150316_SRR1125331
Mar	16	2015	150316_SRR1125361
Mar	16	2015	150316_SRR1125052
Mar	16	2015	150316_SRR1125418
Mar	16	2015	150316_SRR1125274
Mar	16	2015	150316_SRR1125355
Mar	16	2015	150316_SRR1125376
Mar	16	2015	150316_SRR1125111
Mar	16	2015	150316_SRR1125412
Mar	16	2015	150316_SRR1125319
Mar	16	2015	150316_SRR1125352
Mar	16	2015	150316_SRR1125334
Mar	16	2015	150316_SRR1125358
Mar	16	2015	150316_SRR1125247
Mar	16	2015	150316_SRR1125162
Mar	16	2015	150316_SRR1125441
Mar	16	2015	150316_SRR1125195
Mar	16	2015	150316_SRR1125253
Mar	16	2015	150316_SRR1125455
Mar	16	2015	150316_SRR1125562
Mar	16	2015	150316_SRR1125558
Mar	16	2015	150316_SRR1125544
Mar	16	2015	150316_SRR1125473
Mar	16	2015	150316_SRR1125552
Mar	16	2015	150316_SRR1125415
Mar	16	2015	150316_SRR1125467
Mar	16	2015	150316_SRR1125435
Mar	16	2015	150316_SRR1125505
Mar	16	2015	150316_SRR1125464
Mar	16	2015	150316_SRR1125568
Mar	16	2015	150316_SRR1125461
Mar	16	2015	150316_SRR1125452
Mar	16	2015	150316_SRR1125438
Mar	16	2015	150316_SRR1125508
Mar	16	2015	150316_SRR1125514
Mar	16	2015	150316_SRR1125555
Mar	16	2015	150316_SRR1125656
Mar	16	2015	150316_SRR1125265
Mar	16	2015	150316_SRR1125623
Mar	17	2015	150317_SRR1125716
Mar	17	2015	150317_SRR1125751
Mar	17	2015	150317_SRR1125864
Mar	17	2015	150317_SRR1126205
Mar	17	2015	150317_SRR1126085
Mar	17	2015	150317_SRR1126129
Mar	17	2015	150317_SRR1126090
Mar	17	2015	150317_SRR1125789
Mar	17	2015	150317_SRR1126123
Mar	17	2015	150317_SRR1125908
Mar	17	2015	150317_SRR1125719
Mar	17	2015	150317_SRR1126079
Mar	17	2015	150317_SRR1125861
Mar	17	2015	150317_SRR1125855
Mar	17	2015	150317_SRR1126030
Mar	17	2015	150317_SRR1126135
Mar	17	2015	150317_SRR1126117
Mar	17	2015	150317_SRR1125763
Mar	17	2015	150317_SRR1126223
Mar	17	2015	150317_SRR1126587
Mar	17	2015	150317_SRR1125690
Mar	17	2015	150317_SRR1125920
Mar	17	2015	150317_SRR1126396
Mar	17	2015	150317_SRR1125867
Mar	17	2015	150317_SRR1126120
Mar	17	2015	150317_SRR1125800
Mar	17	2015	150317_SRR1125797
Mar	17	2015	150317_SRR1125870
Mar	17	2015	150317_SRR1126651
Mar	17	2015	150317_SRR1126229
Mar	17	2015	150317_SRR1126590
Mar	17	2015	150317_SRR1126454
Mar	17	2015	150317_SRR1126425
Mar	17	2015	150317_SRR1126327
Mar	17	2015	150317_SRR1126555
Mar	17	2015	150317_SRR1126431
Mar	17	2015	150317_SRR1126593
Mar	17	2015	150317_SRR1126625
Mar	17	2015	150317_SRR1126252
Mar	17	2015	150317_SRR1125806
Mar	17	2015	150317_SRR1126402
Mar	17	2015	150317_SRR1126457
Mar	18	2015	150317_SRR1126818
Mar	18	2015	150317_SRR1126815
Mar	18	2015	150317_SRR1126873
Mar	18	2015	150317_SRR1126885
Mar	18	2015	150317_SRR1126921
Mar	18	2015	150317_SRR1126906
Mar	18	2015	150317_SRR1126947
Mar	18	2015	150317_SRR1126888
Mar	18	2015	150317_SRR1126956
Mar	18	2015	150317_SRR1126897
Mar	18	2015	150317_SRR1127018
Mar	18	2015	150317_SRR1126962
Mar	18	2015	150317_SRR1127053
Mar	18	2015	150317_SRR1127163
Mar	18	2015	150317_SRR1127175
Mar	18	2015	150317_SRR1127050
Mar	18	2015	150317_SRR1127199
Mar	18	2015	150317_SRR1126986
Mar	18	2015	150317_SRR1127021
Mar	18	2015	150317_SRR1127169
Mar	18	2015	150317_SRR1127111
Mar	18	2015	150317_SRR1127229
Mar	18	2015	150317_SRR1127269
Mar	18	2015	150317_SRR1127253
Mar	18	2015	150317_SRR1127244
Mar	18	2015	150317_SRR1127166
Mar	18	2015	150317_SRR1127250
Mar	18	2015	150317_SRR1127160
Mar	18	2015	150317_SRR1127178
Mar	18	2015	150317_SRR1127214
Mar	18	2015	150317_SRR1127172
Mar	18	2015	150317_SRR1127232
Mar	18	2015	150317_SRR1127278
Mar	18	2015	150317_SRR1127266
Mar	18	2015	150317_SRR1126995
Mar	18	2015	150317_SRR1127259
Mar	18	2015	150317_SRR1127226
Mar	18	2015	150317_SRR1127220
Mar	18	2015	150317_SRR1127241
Mar	18	2015	150317_SRR1127190
Mar	18	2015	150317_SRR1127299
Mar	18	2015	150317_SRR1127296
Mar	18	2015	150317_SRR1127247
Mar	18	2015	150317_SRR1127290
Mar	18	2015	150317_SRR1127284
Mar	18	2015	150317_SRR1127181
Mar	18	2015	150317_SRR1127281
Mar	18	2015	150317_SRR1127305
Mar	18	2015	150317_SRR1127287
Mar	19	2015	150319_SRR1127318
Mar	19	2015	150319_SRR1127308
Mar	19	2015	150319_SRR1127342
Mar	19	2015	150319_SRR1127440
Mar	19	2015	150319_SRR1127493
Mar	19	2015	150319_SRR1127330
Mar	19	2015	150319_SRR1127384
Mar	19	2015	150319_SRR1127387
Mar	19	2015	150319_SRR1127381
Mar	19	2015	150319_SRR1127472
Mar	19	2015	150319_SRR1127496
Mar	19	2015	150319_SRR1127312
Mar	19	2015	150319_SRR1127333
Mar	19	2015	150319_SRR1127315
Mar	19	2015	150319_SRR1127475
Mar	19	2015	150319_SRR1127499
Mar	19	2015	150319_SRR1127419
Mar	19	2015	150319_SRR1127336
Mar	19	2015	150319_SRR1127437
Mar	19	2015	150319_SRR1127327
Mar	19	2015	150319_SRR1127434
Mar	19	2015	150319_SRR1127481
Mar	19	2015	150319_SRR1127629
Mar	19	2015	150319_SRR1127484
Mar	19	2015	150319_SRR1127549
Mar	19	2015	150319_SRR1127416
Mar	19	2015	150319_SRR1127478
Mar	19	2015	150319_SRR1127351
Mar	19	2015	150319_SRR1127543
Mar	19	2015	150319_SRR1127537
Mar	19	2015	150319_SRR1127348
Mar	19	2015	150319_SRR1127321
Mar	19	2015	150319_SRR1127596
Mar	19	2015	150319_SRR1127531
Mar	19	2015	150319_SRR1127466
Mar	19	2015	150319_SRR1127502
Mar	19	2015	150319_SRR1127422
Mar	19	2015	150319_SRR1127540
Mar	19	2015	150319_SRR1127431
Mar	19	2015	150319_SRR1127608
Mar	19	2015	150319_SRR1127611
Mar	19	2015	150319_SRR1127534
Mar	19	2015	150319_SRR1127584
Mar	19	2015	150319_SRR1127546
Mar	19	2015	150319_SRR1127587
Mar	19	2015	150319_SRR1127552
Mar	19	2015	150319_SRR1127617
Mar	19	2015	150319_SRR1127590
Mar	19	2015	150319_SRR1127593
Mar	19	2015	150319_SRR1127632
Mar	19	2015	150319_SRR1127635
Mar	19	2015	150319_SRR1127638
Mar	19	2015	150319_SRR1127650
Mar	19	2015	150319_SRR1127647
Mar	19	2015	150319_SRR1127644
Mar	19	2015	150319_SRR1127668
Mar	19	2015	150319_SRR1127653
Mar	19	2015	150319_SRR1127671
Mar	19	2015	150319_SRR1127727
Mar	19	2015	150319_SRR1127656
Mar	19	2015	150319_SRR1127700
Mar	19	2015	150319_SRR1127674
Mar	19	2015	150319_SRR1127786
Mar	19	2015	150319_SRR1127775
Mar	19	2015	150319_SRR1127757
Mar	19	2015	150319_SRR1127789
Mar	19	2015	150319_SRR1127783
Mar	19	2015	150319_SRR1127792
Mar	19	2015	150319_SRR1127846
Mar	19	2015	150319_SRR1127843
Mar	19	2015	150319_SRR1127900
Mar	19	2015	150319_SRR1127920
Mar	19	2015	150319_SRR1127869
Mar	19	2015	150319_SRR1127943
Mar	19	2015	150319_SRR1127963
Mar	19	2015	150319_SRR1127976
Mar	19	2015	150319_SRR1127995
Mar	19	2015	150319_SRR1128071
Mar	19	2015	150319_SRR1128051
Mar	19	2015	150319_SRR1127992
Mar	19	2015	150319_SRR1128118
Mar	19	2015	150319_SRR1127906
Mar	19	2015	150319_SRR1128112
Mar	19	2015	150319_SRR1128007
Mar	19	2015	150319_SRR1128165
Mar	19	2015	150319_SRR1128244
Mar	19	2015	150319_SRR1128059
Mar	19	2015	150319_SRR1128115
Mar	19	2015	150319_SRR1128328
Mar	19	2015	150319_SRR1128406
Mar	19	2015	150319_SRR1128462
Mar	19	2015	150319_SRR1128426
Mar	19	2015	150319_SRR1128364
Mar	19	2015	150319_SRR1128341
Mar	19	2015	150319_SRR1128475
Mar	19	2015	150319_SRR1128203
Mar	19	2015	150319_SRR1128505
Mar	20	2015	150320_SRR1129690
Mar	20	2015	150320_SRR1129293
Mar	20	2015	150320_SRR1129296
Mar	20	2015	150320_SRR1129120
Mar	20	2015	150320_SRR1128627
Mar	20	2015	150320_SRR1129753
Mar	20	2015	150320_SRR1129350
Mar	20	2015	150320_SRR1129769
